#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>Mmm3 Internal root resortion</b> — list the key points for: <i>Option 2 — Surgical Root Canal Treatment (Surgical Management) 🔶 Second Line</i>	<ul><li>The resorption defect has already <b>perforated the root wall</b></li><li>The defect extends to or involves <b>surrounding alveolar bone</b> (bony defect present)</li><li>NSRCT has failed or created a perforation requiring direct surgical access for repair</li><li>IRR is concurrent with <b>external root resorption</b> (combined lesion requiring apicoectomy)</li><li><b>Direct visualization</b> of the resorption cavity — superior access and control</li><li>Better control of moisture, bleeding, and contamination during defect repair</li><li>Can repair perforations that cannot be managed non-surgically</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — list the key points for: <i>Option 3 — Extraction ⚠️ Third Line (If Patient Declines to Save the Tooth)</i>	<ul><li><b>Complete elimination of the source of infection</b> — removes all necrotic tissue, infected dentin, and the risk of apical spread</li><li>No further risk of resorption progression, perforation, or fracture</li><li>Definitive resolution of the pathology in one procedure</li><li><b>Complete, irreversible loss of natural tooth structure</b> — a central incisor in the aesthetic zone</li><li><b>Alveolar bone resorption</b> post-extraction — the ridge will begin to resorb within weeks, potentially compromising future prosthetic rehabilitation</li><li><b>Aesthetic impact</b> — tooth 11 is a maxillary central incisor; visible gap with significant aesthetic, phonetic, and functional consequences</li><li><b>Additional prosthetic costs</b> — implant, bridge, or denture will be required; bone grafting may be needed if ridge resorption is significant by the time rehabilitation is planned</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — list the key points for: <i>Option 4 — No Treatment / Observation 🚫 Last Resort Only</i>	<ul><li>Saves immediate time, effort, and money — but this is temporary, as intervention will become inevitable and more complex later</li><li>Resorption will <b>continue to enlarge</b> without intervention</li><li>Progressive risk of <b>root perforation</b> → communication with periodontium</li><li>Risk of <b>tooth fracture</b> as dentinal walls are progressively weakened</li><li>Spread of infection to the <b>apex</b> → periapical pathology → osteitis</li><li>Can compromise <b>adjacent teeth</b> and bone if left unaddressed</li><li>What is manageable today (NSRCT) becomes more costly and complex in the future</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — for each <i>Parameter</i>, give the corresponding <i>Detail</i>.	<ul><li><b>Visit type</b> → Routine recall — no symptoms, no concerns</li><li><b>Patient status</b> → Medically fit, no pain, no discomfort</li><li><b>Tooth involved</b> → Tooth 11 (maxillary right central incisor)</li><li><b>Radiographic finding</b> → Mid-root radiolucency, oval/fusiform dilation of the root canal space</li><li><b>Key radiographic confirmation</b> → Radiolucency remains in the <b>same mesiodistal position</b> even after changing X-ray angulation</li><li><b>Station task</b> → State the most likely diagnosis; outline management options with benefits and risks of each</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
<b>Mmm3 Internal root resortion</b> — for each <i>Differential</i>, give the corresponding <i>Why Excluded</i>.	<ul><li><b>External root resorption</b> → Lesion would be <i>outside</i> the canal outline; canal would appear displaced inward</li><li><b>Superimposed bony cyst/lesion</b> → Would <i>shift position</i> on angulation change (Clark's tube shift)</li><li><b>Cervical root resorption</b> → Located at cervical third, not mid-root; different radiographic profile</li><li><b>Root canal calcification</b> → Radiopacity, not radiolucency</li></ul>	NDECC_SJ::Mmm3_Internal_root_resortion NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm3 12 year old avulsion</b>	This is an <b>NDECC SJ station</b> testing your ability to manage a dental emergency involving a minor whose legal guardians are unreachable, while correctly navigating consent, emergency override, and the role of an accompanying adult. The station assesses your understanding of the <b>Health Care Consent Act (HCCA)</b> and how emergency treatment authority intersects with parental responsibility for a child.	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — would the following be appropriate, or a critical error?<br><br><i>“Taking consent from the 19-year-old for the 12-year-old — Elder sibling has no legal authority to consent for a minor child”</i>	<b>Critical error / Avoid this.</b><br><br>Taking consent from the 19-year-old for the 12-year-old — Elder sibling has no legal authority to consent for a minor child	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Not proceeding with emergency replantation</b> — Failure to act in the patient's best interest; delay is clinically indefensible”</i>	<b>Critical error / Avoid this.</b><br><br><b>Not proceeding with emergency replantation</b> — Failure to act in the patient's best interest; delay is clinically indefensible	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — would the following be appropriate, or a critical error?<br><br><i>“Treating the T6 cavity today without consent — Non-emergency procedure requires parental consent — treating without it is unauthorized treatment”</i>	<b>Critical error / Avoid this.</b><br><br>Treating the T6 cavity today without consent — Non-emergency procedure requires parental consent — treating without it is unauthorized treatment	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — list the key points for: <i>Why Each Detail Matters</i>	<ul><li><b>"Specializes in pediatric dental care"</b> — not filler; signals a two-clinician consultation strategy during emergency</li><li><b>"Regular patient"</b> — full medical history, allergies, medications already in file; no need to build history from scratch</li><li><b>"Medically fit, no head injuries"</b> — eliminates CNS/hospital emergency tangent; dental care takes priority</li><li><b>"19-year-old sibling"</b> — a deliberate <b>distractor</b>; cannot give consent for a 12-year-old</li><li><b>Cavitated carious lesion T6</b> — a second finding included deliberately; tests whether you correctly classify it as non-emergency</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — list the key points for: <i>1. Avulsion of Tooth 11 — Emergency Treatment (Proceed Without Consent)</i>	<ul><li>All reasonable attempts to contact parents have been made and failed</li><li>Delay will prolong suffering or put the patient at risk (avulsion: time = prognosis)</li><li>There is <b>no obvious contraindication</b> to treatment (no bracelet, no documented refusal, no allergies flagged)</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — list the key points for: <i>Opening (NDB Framework)</i>	<ul><li>Warm greeting to the 19-year-old sibling</li><li>Acknowledge and appreciate them for bringing the younger child in</li><li>Confirm the child's identity (regular patient — confirm against file)</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — list the key points for: <i>Step 1 — Exhaust All Consent Efforts</i>	<ul><li><i>"We have tried calling your parents on the number we have on file, but there has been no answer — we have left a voicemail."</i></li><li>Ask the 19-year-old: <i>"Do you have another contact number for your parents, or a relative we can reach in the meantime?"</i></li><li>If no alternative contact → document all attempts with timestamp and proceed</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — list the key points for: <i>Step 2 — Explain the Emergency & Proposed Treatment</i>	<ul><li>Tooth 11 has been completely knocked out — this is a dental emergency</li><li>Every minute that the tooth is outside the socket reduces the chance of it surviving long-term</li><li>The evidence-based recommended treatment is <b>immediate replantation</b></li><li>Because we cannot reach the parents and delay would compromise the outcome, we are proceeding now in the child's best interest</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — for each <i>Parameter</i>, give the corresponding <i>Detail</i>.	<ul><li><b>Your role</b> → Associate dentist in a pediatric practice</li><li><b>Senior dentist on site</b> → Specializes in pediatric dental care (not just background info — clinically relevant)</li><li><b>Patient</b> → 12-year-old male, regular patient, full history in system</li><li><b>Accompanying person</b> → 19-year-old elder sibling</li><li><b>Chief complaint</b> → Avulsion of tooth 11 (traumatic dental injury at school)</li><li><b>Incidental finding</b> → Cavitated carious lesion on tooth T6</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
<b>Mmm3 12 year old avulsion</b> — for each <i>Situation</i>, give the corresponding <i>Who Decides</i>.	<ul><li><b>Parents alive and present</b> → Parents / legal guardians</li><li><b>Parents alive but abroad</b> → Still only parents; must exhaust contact efforts</li><li><b>Parents deceased</b> → Court-appointed legal guardian (could be any individual — not automatically the eldest sibling)</li><li><b>Adult with dementia</b> → SDM hierarchy applies</li><li><b>12-year-old child</b> → Legal guardian only — SDM hierarchy does not apply</li></ul>	NDECC_SJ::Mmm3_12_year_old_avulsion NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm3 software breach</b>	This is an <b>NDECC SJ station</b> testing your response as the <b>principal dentist</b> (i.e., the health information custodian) when a suspected breach of confidential patient information has occurred — specifically, the office software/system has been hacked. The station assesses your understanding of professional obligations under Ontario's <b>Personal Health Information Protection Act (PHIPA)</b>.	NDECC_SJ::Mmm3_software_breach NDECC_SJ
<b>Mmm3 software breach</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Not informing the IPC</b> — Mandatory legal requirement under PHIPA”</i>	<b>Critical error / Avoid this.</b><br><br><b>Not informing the IPC</b> — Mandatory legal requirement under PHIPA	NDECC_SJ::Mmm3_software_breach NDECC_SJ
<b>Mmm3 software breach</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Not notifying patients</b> — Mandatory under PHIPA — patients have the right to know”</i>	<b>Critical error / Avoid this.</b><br><br><b>Not notifying patients</b> — Mandatory under PHIPA — patients have the right to know	NDECC_SJ::Mmm3_software_breach NDECC_SJ
<b>Mmm3 software breach</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Reporting to RCDSO</b> (when there is no misconduct) — RCDSO has no jurisdiction over data breaches — this is an IPC matter”</i>	<b>Critical error / Avoid this.</b><br><br><b>Reporting to RCDSO</b> (when there is no misconduct) — RCDSO has no jurisdiction over data breaches — this is an IPC matter	NDECC_SJ::Mmm3_software_breach NDECC_SJ
<b>Mmm3 software breach</b> — list the key points for: <i>Containment Steps (Remedial Actions to Report)</i>	<ul><li>Immediately <b>lock/suspend all system access</b></li><li>Change all <b>login credentials and passwords</b></li><li>Engage IT/cybersecurity specialists to assess the extent of the breach</li><li>Migrate to a <b>new or secured software platform</b> if necessary</li><li>Recover and back up all data where possible</li><li>Document a complete timeline of events</li></ul>	NDECC_SJ::Mmm3_software_breach NDECC_SJ
<b>Mmm3 software breach</b> — list the key points for: <i>Future Prevention (Self-Reflection Component)</i>	<ul><li>Conduct a full <b>cybersecurity audit</b> of all digital infrastructure</li><li>Upgrade to a more secure, encrypted practice management system</li><li>Implement <b>multi-factor authentication</b> and role-based access controls</li><li>Establish a written <b>Privacy Breach Management Protocol</b></li><li>Regular staff training on privacy obligations and phishing/security threats</li><li>Annual privacy breach statistics reporting to IPC (mandatory as of 2018)</li></ul>	NDECC_SJ::Mmm3_software_breach NDECC_SJ
